Product Name,Brand,Rating,Reviews,Price,Primary Category,Secondary Category
BEAR mini Facial Toning Device,FOREO,4.1228,114,219,Skincare,High Tech Tools
LUNA Mini 3,FOREO,3.8785,107,179,Skincare,High Tech Tools
IRIS Illuminating Eye Massager,FOREO,3.5,60,149,Skincare,Eye Care
LUNA 4 go Facial Cleansing & Massaging Device,FOREO,4.8113,53,129,Skincare,High Tech Tools
UFO 2,FOREO,4.3947,38,299,Skincare,High Tech Tools
Call It A Night Activated Mask,FOREO,4.5909,22,10.99,Skincare,Masks
LUNA play plus 2,FOREO,3.55,20,69,Skincare,High Tech Tools
Youth Junkie Activated Mask,FOREO,4.6316,19,21.99,Skincare,Masks
Make My Day Activated Mask,FOREO,4.1667,18,10.99,Skincare,Masks
LUNA 4 Facial Cleansing & Firming Massage for Balanced Skin,FOREO,5,16,279,Skincare,High Tech Tools
LUNA 4 Facial Cleansing & Firming Massage for Sensitive Skin,FOREO,4.8,15,279,Skincare,High Tech Tools
ISSA 2,FOREO,2.3,20,169,Tools & Brushes,Beauty Tools
Serum Serum Serum,FOREO,1.8462,13,59,Skincare,Treatments
LUNA 4 Facial Cleansing & Firming Massage for Combination Skin,FOREO,4.9231,13,279,Skincare,High Tech Tools
H2Overdose Activated Mask,FOREO,3.8182,11,20,Skincare,Masks
Glow Addict Activated Mask,FOREO,4.5,10,21.99,Skincare,Masks
Mini Candle Gift Set- Time to Get Lit,FORVR Mood,3.0857,35,50,Fragrance,Candles & Home Scents
Left On Read Candle,FORVR Mood,3.86,50,38,Fragrance,Candles & Home Scents
Cuffing Season Candle,FORVR Mood,3.463,54,38,Fragrance,Candles & Home Scents
Holiday Candle Advent Calendar,FORVR Mood,1.7727,22,75,Fragrance,Candles & Home Scents
Candle Duo Set,FORVR Mood,4,22,72,Fragrance,Candles & Home Scents
Mini Candle Gift Set- Your Sign To Shine,FORVR Mood,3.15,20,50,Fragrance,Candles & Home Scents
Grown Folks Business Candle,FORVR Mood,3.84,25,38,Fragrance,Candles & Home Scents
Apres Ski Holiday Mini Candle Gift Set,FORVR Mood,4,3,50,Fragrance,Value & Gift Sets
Mini Candle Gift Set- Tropic Like It’s Hot,FORVR Mood,3,6,50,Fragrance,Value & Gift Sets
Chasing Waterfalls Candle,FORVR Mood,3.5556,9,38,Fragrance,Candles & Home Scents
Thirst Trapping Candle,FORVR Mood,4.375,8,38,Fragrance,Candles & Home Scents
Mallow Dramatic Candle,FORVR Mood,3.5,8,38,Fragrance,Candles & Home Scents
Burning Bridges Candle,FORVR Mood,4.5,6,38,Fragrance,Candles & Home Scents
Sun Kiss & Tell Candle,FORVR Mood,3.6667,6,38,Fragrance,Candles & Home Scents
NOT Down To Earth Candle,FORVR Mood,3.8,5,38,Fragrance,Candles & Home Scents
Musta Been The Wind Candle,FORVR Mood,4.3333,3,38,Fragrance,Candles & Home Scents
Spice of Life Candle,FORVR Mood,3.7143,7,38,Fragrance,Candles & Home Scents
Holly Berry Candle,FORVR Mood,5,2,38,Fragrance,Candles & Home Scents
Burr Candle,FORVR Mood,3.3,10,38,Fragrance,Candles & Home Scents
State of Pine Candle,FORVR Mood,5,1,38,Fragrance,Candles & Home Scents
Leaf Me Be Candle,FORVR Mood,4.3333,3,38,Fragrance,Candles & Home Scents
Sweet Wave Candle,FORVR Mood,2.1667,6,38,Fragrance,Candles & Home Scents
No Wahala Candle,FORVR Mood,1.3333,3,38,Fragrance,Candles & Home Scents
Freck The Original Freckle,Freck Beauty,3.9218,371,28,Makeup,Face
Cheekslime Blush + Lip Tint with Plant Collagen,Freck Beauty,4.318,283,26,Makeup,Cheek
MAKEOUT CLUB Soft Blur Lipstick,Freck Beauty,4.69,229,24,Makeup,Lip
Rich Bitch Cactus + Vitamin C Moisturizer,Freck Beauty,4.3784,222,34,Skincare,Moisturizers
Cactus Water Cleansing Lactic Acid Toner,Freck Beauty,4.5311,209,32,Skincare,Cleansers
Rich Bitch Nourishing Plant and Peptide Lip Balm,Freck Beauty,4.127,189,20,Makeup,Lip
SLIMELIGHT Highlighter,Freck Beauty,4.7219,151,28,Makeup,Face
LASHROCKET MASCARA with Lash Enhancing Peptides,Freck Beauty,4.2732,355,26,Makeup,Eye
Best of Freck Holiday Set,Freck Beauty,3.5,8,25,Makeup,Value & Gift Sets
Lashrocket Liquid Liner with Lash Enhancing Peptides,Freck Beauty,4.4556,518,24,Makeup,Eye
RICH BITCH Hydrating Face Primer Serum,Freck Beauty,4.7634,262,38,Makeup,Face
Soy Hydrating Gentle Face Cleanser,fresh,4.3628,8733,39,Skincare,Cleansers
Sugar Advanced Lip Balm Intense Hydration Treatment,fresh,4.2837,2957,28,Skincare,Lip Balms & Treatments
Rose Face Mask,fresh,4.1887,2411,64,Skincare,Masks
Sugar Hydrating Lip Balm,fresh,4.1991,2200,19,Skincare,Lip Balms & Treatments
Tea Elixir Niacinamide & Hyaluronic Acid Anti-Aging Serum,fresh,4.7724,1872,80,Skincare,Treatments
Rose & Hyaluronic Acid Deep Hydration Moisturizer,fresh,4.5877,1807,46,Skincare,Moisturizers
Sugar Lip Polish Exfoliator,fresh,4.2199,1833,19,Makeup,Lip
Lotus Anti-Aging Night Moisturizer,fresh,4.4843,1687,56,Skincare,Moisturizers
Black Tea Anti-Aging Moisturizer with Retinol-Alternative BT Matrix,fresh,4.8434,1386,95,Skincare,Moisturizers
Rose & Hyaluronic Acid Deep Hydration Toner,fresh,4.1636,1351,46,Skincare,Cleansers
Sugar Strawberry Exfoliating Face Wash,fresh,4.1597,1259,33,Skincare,Cleansers
Rose Deep Hydration Sleeping Mask,fresh,4.4586,1232,29,Skincare,Masks
Mini Soy pH-Balanced Hydrating Face Wash,fresh,4.3628,8720,15,Mini Size,Skincare
Sugar Lip Balm Hydrating Treatment,fresh,4.5244,1148,25,Skincare,Lip Balms & Treatments
Floral Recovery Overnight Mask with Squalane,fresh,4.797,1128,69,Skincare,Masks
Sugar Face Polish Exfoliator,fresh,4.5196,1070,64,Skincare,Cleansers
Lotus Anti- Aging Daily Moisturizer,fresh,4.3963,1070,54,Skincare,Moisturizers
Rose & Squalane Deep Hydration Oil-Infused Serum,fresh,4.5838,978,60,Skincare,Treatments
Rose Floral Toner,fresh,4.1067,937,15,Skincare,Cleansers
Black Tea Instant Perfecting Mask,fresh,4.2919,908,96,Skincare,Masks
Brown Sugar Body Polish Exfoliator,fresh,4.3914,856,67,Bath & Body,Bath & Shower
Lotus Youth Preserve Eye Cream,fresh,4.4037,763,45,Skincare,Eye Care
Kombucha 2-in-1 No-Rinse Cleanser & Prebiotic Treatment,fresh,4.426,716,44,Skincare,Cleansers
Rose Petal-Soft Deep Hydration Lip Balm,fresh,4.3891,699,25,Skincare,Lip Balms & Treatments
Black Tea Firming and De-Puffing Eye Cream,fresh,3.8768,609,68,Skincare,Eye Care
Sugar Recovery Lip Mask Advanced Therapy,fresh,4.6973,598,28,Skincare,Lip Balms & Treatments
Sugar Mint Rush Freshening Lip Treatment,fresh,4.0833,528,25,Skincare,Lip Balms & Treatments
Lotus Youth Preserve Rescue Mask,fresh,4.351,490,69,Skincare,Masks
Black Tea Firming Overnight Mask,fresh,4.1369,482,96,Skincare,Masks
Vitamin C Glow Moisturizer,fresh,4.2411,419,48,Skincare,Moisturizers
Mini Rose & Hyaluronic Acid Deep Hydration Toner,fresh,4.125,336,26,Skincare,Mini Size
Rice Sake Bath,fresh,4.3054,167,82,Bath & Body,Bath & Shower
Sugar Lemon Body Lotion,fresh,4.2964,280,28,Bath & Body,Body Moisturizers
Sugar Lychee Body Lotion,fresh,4.0903,144,28,Bath & Body,Body Moisturizers
Mini Sugar Strawberry Exfoliating Face Wash,fresh,3.8956,182,15,Skincare,Mini Size
Milk Body Cleanser,fresh,4.7306,720,32,Bath & Body,Bath & Shower
Milk Body Lotion,fresh,4.7869,704,42,Bath & Body,Body Moisturizers
Mini Lotus Anti-Aging Night Moisturizer,fresh,3.9935,154,22,Skincare,Mini Size
Black Tea Corset Cream Firming Moisturizer,fresh,4.0065,153,95,Skincare,Moisturizers
Citron de Vigne Body Lotion,fresh,4.3333,81,28,Bath & Body,Body Moisturizers
Mini Vitamin Nectar Glow Juice Antioxidant Face Serum,fresh,3.9926,136,28,Skincare,Mini Size
Black Tea Corset Firming Serum,fresh,3.901,101,75,Skincare,Treatments
Milk Hydrating Hand Cream,fresh,4.7846,492,20,Bath & Body,Body Moisturizers
Mini Rose Face Mask,fresh,4.1698,53,26,Mini Size,Skincare
Mini Sugar Face Polish Exfoliato,fresh,3.6071,28,26,Mini Size,Skincare
Mini Lotus Youth Preserve Moisturizer,fresh,3.7733,75,21,Skincare,Mini Size
Vitamin Nectar Glow Juice Antioxidant Face Serum,fresh,3.9714,70,28,Skincare,Treatments
Hesperides Grapefruit Body Lotion,fresh,4.1667,24,28,Bath & Body,Body Moisturizers
Black Tea Firming Eye Serum,fresh,3.7619,63,72,Skincare,Eye Care
Mini Rose & Hyaluronic Acid Deep Hydration Moisturizer,fresh,3.9808,52,18,Skincare,Moisturizers
Fresh Life Body Lotion,fresh,3.76,25,28,Bath & Body,Body Moisturizers
Freesia Oval Soap,fresh,4.5135,37,15,Bath & Body,Bath & Shower
Mini Black Tea Instant Perfecting Mask,fresh,4.3571,28,40,Skincare,Mini Size
Rose Hydration Pore-Minimizing Mist,fresh,4.4706,17,24,Skincare,Moisturizers
Verbena Oval Soap,fresh,4.2,20,15,Bath & Body,Bath & Shower
Lotus Youth Preseve Rescue Mask Mini,fresh,4.2667,15,28,Skincare,Shop by Concern
Mini Rose Floral Toner,fresh,3.7,10,15,Skincare,Mini Size
Hydrating Skincare Gift Set,fresh,3.2857,7,59,Skincare,Value & Gift Sets
Sugar Triple-Action Lip Serum Advanced Therapy,fresh,3.8571,7,36,Skincare,Lip Balms & Treatments
Treat & Tint Mini Lip Care Gift Set,fresh,4,5,35,Skincare,Value & Gift Sets
Umbrian Clay Pore Purifying Face Mask,fresh,4.5,4,58,Skincare,Masks
Mini Black Tea Firming Overnight Mask,fresh,4,3,40,Skincare,Mini Size
Prep & Treat Lip Care Gift Set,fresh,3.5,2,28,Skincare,Value & Gift Sets
Mini Floral Recovery Overnight Mask with Squalane,fresh,5,1,28,Skincare,Masks
Mini Umbrian Clay Pore Purifying Face Mask,fresh,,,25,Mini Size,Skincare
Mini Kombucha Antioxidant Facial Treatment Essence,fresh,,,39,Skincare,Moisturizers
Kombucha Antioxidant Facial Treatment Essence,fresh,,,82,Skincare,Moisturizers
"Platinum+ Styler - 1"" Flat Iron",ghd,3.9463,428,279,Hair,Tools
Unplugged Styler - Cordless Flat Iron,ghd,4.3214,196,299,Hair,Tools
"Soft Curl - 1.25"" Curling Iron",ghd,3.4923,65,205,Hair,Tools
Creative Curl - Tapered Curling Wand,ghd,4.4583,72,205,Hair,Tools
Bodyguard - Heat Protect Spray,ghd,3.8675,83,28,Hair,Hair Styling & Treatments
Glide Smoothing Hot Brush,ghd,4.3981,103,169,Hair,Tools
Rise Volumizing Hot Brush,ghd,3.6129,31,189,Hair,Tools
Helios 1875W Advanced Professional Hair Dryer,ghd,4.7268,377,279,Hair,Tools
"Max Styler - 2"" Wide Plate Flat Iron",ghd,4.6497,197,249,Tools & Brushes,Hair Tools
"Classic Curl - 1"" Curling Iron",ghd,4.2444,45,205,Hair,Tools
"Original Styler - 1"" Flat Iron",ghd,4.6817,289,179,Hair,Tools
Air 1600W Professional Hair Dryer,ghd,4.2102,176,199,Hair,Tools
Classic Wave - Oval Curling Wand,ghd,3.7895,19,205,Hair,Tools
Paddle Brush,ghd,3.7442,43,35,Hair,Tools
Duet Style 2-in-1 Hot Air Styler,ghd,4.4923,323,399,Hair,Tools
Curl Thin Wand,ghd,4.9583,24,205,Hair,Tools
"Gold Styler - 1"" Flat Iron",ghd,4,40,239,Hair,Tools
Professional Hair Dryer Diffuser,ghd,2.6667,3,30,Hair,Tools
Sleek Talker Wet to Sleek Styling Oil,ghd,,,45,Hair,Hair Styling & Treatments
Mini Honey Infused Hair Oil,Gisou,4.2976,1912,25,Hair,Hair Styling & Treatments
Honey Infused Hair Oil,Gisou,4.2976,1912,46,Hair,Hair Styling & Treatments
Mini Honey Infused Hair Perfume,Gisou,4.0824,425,44,Hair,Hair Styling & Treatments
Honey Infused Leave-In Conditioner,Gisou,4.5232,625,34,Hair,Hair Styling & Treatments
Honey Infused Hair Mask,Gisou,4.6058,685,25,Hair,Hair Styling & Treatments
Honey Infused Scalp Treatment Serum,Gisou,4.7291,203,48,Hair,Hair Styling & Treatments
Mini Honey Infused Hair Mask,Gisou,4.6058,685,25,Hair,Hair Styling & Treatments
Honey Infused Hair Wash Shampoo,Gisou,3.8939,66,37,Hair,Shampoo & Conditioner
Propolis Infused Heat Protecting Spray,Gisou,4.5678,273,41,Hair,Hair Styling & Treatments
Honey Infused Hair Perfume Floral Edition,Gisou,4.5802,81,44,Hair,Hair Styling & Treatments
Honey Infused Hair Perfume,Gisou,4.0824,425,83,Hair,Hair Styling & Treatments
Honey Infused Conditioner,Gisou,4.1107,253,34,Hair,Shampoo & Conditioner
Propolis Infused Polishing Primer,Gisou,4.6307,241,34,Hair,Hair Styling & Treatments
Propolis Infused Texturizing Wave Spray,Gisou,4.498,247,39,Hair,Hair Styling & Treatments
Mini Honey Infused Conditioner,Gisou,4.1107,253,13,Hair,Shampoo & Conditioner
Curling Tool,Gisou,4.0476,21,129,Hair,Tools
Honey Infused Cleanse & Care Routine Hair Set,Gisou,4.7391,23,51,Hair,Value & Gift Sets
Honey Infused Lip Oil,Gisou,4.9474,19,32,Skincare,Lip Balms & Treatments
Mini Honey Infused Hair Wash Shampoo,Gisou,,,13,Mini Size,Hair
Prisme Libre Loose Setting and Finishing Powder,Givenchy,4.502,2229,59,Makeup,Face
Rouge Interdit Intense Silk Satin Matte Lipstick,Givenchy,4.6199,221,40,Makeup,Lip
Rose Perfecto Tinted Liquid Balm,Givenchy,4.3079,367,38,Makeup,Lip
Rouge Interdit Vinyl Color Enhancing Lipstick,Givenchy,4.3695,249,34,Makeup,Lip
Le Rouge Sheer Velvet Matte Lipstick,Givenchy,4.507,215,40,Makeup,Lip
Rose Perfecto Lip Balm 24H Hydration,Givenchy,4.431,935,38,Makeup,Lip
Le Rouge Deep Velvet Matte Lipstick,Givenchy,4.5346,217,40,Makeup,Lip
Prisme Libre Skin-Caring Glow Foundation,Givenchy,4.4733,1312,52,Makeup,Face
Irresistible Eau de Parfum,Givenchy,4.513,616,110,Fragrance,Women
L'Interdit Eau de Parfum,Givenchy,4.3345,586,110,Fragrance,Women
L’Interdit Rouge Eau De Parfum,Givenchy,4.1554,296,113,Fragrance,Women
Mini Prisme Libre Loose Powder,Givenchy,4.125,40,40,Makeup,Face
Hot Couture Eau de Toilette,Givenchy,4.7067,416,120,Fragrance,Women
Prisme Libre Skin-Caring Matte Foundation,Givenchy,4.4644,900,52,Makeup,Face
Lip Liner,Givenchy,4.4754,122,30,Makeup,Lip
Ange ou Demon Le Secret Eau de Parfum,Givenchy,4.5028,354,108,Fragrance,Women
Very Irrésistible Eau de Toilette,Givenchy,4.473,389,110,Fragrance,Women
L'Interdit Eau de Parfum Rollerball,Givenchy,4.3345,586,40,Fragrance,Women
Irresistible Eau de Parfum Rollerball,Givenchy,4.513,616,40,Fragrance,Women
Le Rouge Universal 24H Hydration Lip Balm,Givenchy,4.2474,291,39,Makeup,Lip
Prisme Libre Skin-Caring 24H Hydrating + Radiant + Correcting Creamy Concealer,Givenchy,4.6288,722,37,Makeup,Face
Pi Eau de Toilette,Givenchy,4.6642,137,108,Fragrance,Men
Mister Brow Groom Universal Brow Setter,Givenchy,4.4634,82,31,Makeup,Eye
Gentleman Eau de Parfum Réserve Privée,Givenchy,4.6023,259,124,Fragrance,Men
Volume Disturbia Mascara,Givenchy,4.1452,778,28,Makeup,Eye
Rouge Interdit Intense Silk Satin Matte Lipstick Refills,Givenchy,4.6,20,31,Makeup,Lip
Gentleman Eau de Toilette,Givenchy,4.5652,23,108,Fragrance,Men
Pink Collection Le Rouge Sheer Velvet Matte Lipstick,Givenchy,4.5132,189,43,Makeup,Lip
Gentleman Boisee Eau de Parfum,Givenchy,4.6369,504,124,Fragrance,Men
Gentleman Eau de Parfum,Givenchy,4.7407,27,124,Fragrance,Men
Irresistible Eau de Parfum Rose Velvet,Givenchy,4.6783,230,135,Fragrance,Women
Le Rouge Sheer Velvet Matte Lipstick Customized Refills,Givenchy,2.5,2,31,Makeup,Lip
Irresistible Eau de Toilette Fraiche,Givenchy,4.4136,191,111,Fragrance,Women
Liner Disturbia Felt Tip Eyeliner,Givenchy,3.8065,31,28,Makeup,Eye
L'Interdit Eau de Toilette,Givenchy,4.2216,185,111,Fragrance,Women
Prisme Libre Skin-Caring Corrector,Givenchy,4.5,6,37,Makeup,Face
Rouge Interdit Vinyl Color Enhancing Lipstick - 16 Noir Revelateur,Givenchy,4.2557,176,34,Makeup,Lip
Irresistible Eau De Toilette Fraiche,Givenchy,,,111,Fragrance,Women
Press-On Nail Kit,Glamnetic,3.8686,137,15,Makeup,Nail
Magnetic False Lashes,Glamnetic,3.9167,72,30,Makeup,Eye
Soo Future! Magnetic Eyeliner Pen,Glamnetic,2.8036,56,43,Makeup,Eye
Magnetic Half Lashes,Glamnetic,2.75,4,25,Makeup,Eye
Brush On Nail Glue,Glamnetic,5,5,7,Makeup,Nail
Magnetic False Lashes - Brown,Glamnetic,,,30,Makeup,Eye
Lash Extension Kit,Glamnetic,3.9412,17,45,Makeup,Eye
GLO Brilliant White Smile - At Home Teeth Whitening Device,GLO Science,3.9987,779,159,Skincare,Value & Gift Sets
GLO Lit Teeth Whitening Vials 3 Pack,GLO Science,4.1409,149,24,Skincare,High Tech Tools
GLO Brilliant Teeth Whitening GLO Vials 10 Pack plus Lip Care,GLO Science,4.4211,133,65,Skincare,High Tech Tools
GLO Lit Teeth Whitening Vials 7 Pack + Lip Care,GLO Science,4.3917,120,49,Skincare,High Tech Tools
GLO to Go Teeth Whitening Pen,GLO Science,4.4889,90,25,Skincare,High Tech Tools
Teeth Whitening GLO Vials,GLO Science,4.8676,68,35,Tools & Brushes,Beauty Tools
Balm Dotcom Lip Balm and Skin Salve,Glossier,2.9385,683,14,Makeup,Lip
Cloud Paint Gel Cream Blush,Glossier,4.2067,179,20,Makeup,Cheek
Ultralip High Shine Lipstick with Hyaluronic Acid,Glossier,4.3548,93,18,Makeup,Lip
Glossier You Eau de Parfum,Glossier,3.7574,235,64,Fragrance,Women
Boy Brow Volumizing Eyebrow Gel-Pomade,Glossier,4.3133,83,17,Makeup,Eye
Perfecting Skin Tint for Dewy Sheer Coverage,Glossier,4.0541,74,26,Makeup,Face
Glassy High-Shine Lip Gloss,Glossier,3.4521,73,15,Makeup,Lip
Generation G Sheer Matte Lipstick,Glossier,4.2958,71,18,Makeup,Lip
Stretch Concealer for Dewy Buildable Coverage,Glossier,4.28,75,20,Makeup,Face
Lash Slick Lift and Lengthening Mascara,Glossier,3.8932,103,18,Makeup,Eye
Glossier You Solid Perfume,Glossier,3.6984,63,30,Fragrance,Women
Monochromes Essential Eyeshadow Trio Palette,Glossier,3.7,20,22,Makeup,Eye
Haloscope Balm Dewy Highlighter Stick,Glossier,3.2222,36,22,Makeup,Face
Lidstar Long-Wearing Shimmer Cream Eyeshadow,Glossier,3.9189,37,18,Makeup,Eye
No 1. Pencil Creamy Long-Wearing Eyeliner,Glossier,3.2353,17,16,Makeup,Eye
Solar Paint Luminious Gel-Cream Bronzer,Glossier,2.9608,51,20,Makeup,Cheek
Brow Flick Microfine Detailing Eyebrow Pen,Glossier,3.5294,34,18,Makeup,Eye
Skywash Liquid-to-Powder Sheer Matte Eyeshadow Tint,Glossier,2.9143,35,18,Makeup,Eye
Futuredew Facial Oil-Serum Hybrid,Glossier,3.9651,86,26,Skincare,Moisturizers
Milky Jelly Gentle Gel Face Cleanser,Glossier,4.0877,57,19,Skincare,Cleansers
Pro Tip Long-Wearing Liquid Eyeliner Pen,Glossier,4.7188,32,18,Makeup,Eye
After Baume Moisture Barrier Recovery Cream,Glossier,4.1429,42,28,Skincare,Moisturizers
Solution Skin-Perfecting Daily Chemical Exfoliator,Glossier,3.7143,21,26,Skincare,Cleansers
Priming Moisturizer Rich Face Cream with Ceramides,Glossier,4.05,20,35,Skincare,Moisturizers
Super Pure Clarifying Face Serum with Niacinamide + Zinc,Glossier,4.5882,17,29,Skincare,Treatments
Super Bounce Hyaluronic Acid + Vitamin B5 Hydrating Face Serum,Glossier,4.7333,15,29,Skincare,Treatments
Milky Oil Dual-Phase Waterproof Makeup Remover,Glossier,4.2667,15,14,Skincare,Cleansers
Priming Moisturizer Lightweight Buildable Face Cream,Glossier,4.2143,14,24,Skincare,Moisturizers
Invisible Shield Water-Gel Transparent Sunscreen SPF 35,Glossier,4.1818,11,25,Skincare,Sunscreen
Super Glow Vitamin C Brightening Face Serum,Glossier,2.7778,9,29,Skincare,Treatments
Priming Moisturizer Balance Oil-Control Gel-Cream,Glossier,4.6667,9,25,Skincare,Moisturizers
Universal Pro-Retinol Overnight Renewing Treatment,Glossier,3.7778,9,35,Skincare,Treatments
Cleanser Concentrate AHA Clarifying and Exfoliating Face Wash,Glossier,3.625,8,21,Skincare,Cleansers
Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe,4.3728,3305,34,Skincare,Cleansers
Mini Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe,4.3728,3305,15,Skincare,Mini Size
Watermelon Glow Niacinamide Dew Drops,Glow Recipe,4.3975,2136,35,Skincare,Treatments
Watermelon Pink Juice Oil-Free Moisturizer,Glow Recipe,3.9995,1927,39,Skincare,Moisturizers
Plum Plump Hyaluronic Acid Serum,Glow Recipe,4.4249,1918,45,Skincare,Treatments
Avocado Fine Line Eye Cream with Retinol,Glow Recipe,4.1087,1886,42,Skincare,Eye Care
Watermelon Glow AHA Pink Dream Body Cream,Glow Recipe,4.4323,1698,29,Bath & Body,Body Moisturizers
Plum Plump Hyaluronic Acid Moisturizer,Glow Recipe,4.4624,1449,39,Skincare,Moisturizers
Mini Plum Plump Hyaluronic Acid Moisturizer,Glow Recipe,4.4624,1449,21,Skincare,Mini Size
Papaya Sorbet Smoothing Enzyme Cleansing Balm & Makeup Remover,Glow Recipe,4.1989,1428,32,Skincare,Cleansers
Avocado Soothing Skin Barrier Serum with Ceramides,Glow Recipe,4.471,1412,45,Skincare,Treatments
Watermelon Glow Niacinamide Sunscreen SPF 50,Glow Recipe,3.761,1293,35,Skincare,Sunscreen
Blueberry Bounce Gentle Cleanser,Glow Recipe,3.8103,1065,34,Skincare,Cleansers
Glow Lip Pop Lip Balm,Glow Recipe,4.5778,1047,22,Skincare,Lip Balms & Treatments
Strawberry Smooth BHA + AHA Salicylic Acid Serum,Glow Recipe,4.5439,1024,42,Skincare,Treatments
Watermelon Glow Ultra-Fine Mist,Glow Recipe,4.1552,992,29,Skincare,Moisturizers
Watermelon Glow Hyaluronic Clay Pore-Tight Facial Mask,Glow Recipe,4.5912,981,40,Skincare,Masks
Guava Vitamin C Bright-Eye Gel Cream,Glow Recipe,4.5109,914,38,Skincare,Eye Care
Guava Vitamin C Dark Spot Treatment Serum,Glow Recipe,4.2613,750,45,Skincare,Treatments
Watermelon Glow AHA Night Treatment,Glow Recipe,4.6795,730,40,Skincare,Treatments
Avocado Ceramide Moisture Barrier Cleanser,Glow Recipe,4.4387,620,28,Skincare,Cleansers
Strawberry BHA Pore-Smooth Blur Drops,Glow Recipe,4.686,535,32,Skincare,Treatments
Mini Watermelon Glow AHA Night Treatment,Glow Recipe,4.6795,730,21,Mini Size,Skincare
Mini Watermelon Pink Juice Oil-Free Moisturizer,Glow Recipe,3.7555,409,21,Skincare,Mini Size
Mini Blueberry Bounce Gentle Cleanser,Glow Recipe,3.7057,316,10,Skincare,Mini Size
Fruit Babies Bestsellers Kit,Glow Recipe,4.6339,183,34,Skincare,Value & Gift Sets
Glowy Skin Prep Besties Set,Glow Recipe,4.875,112,52,Skincare,Value & Gift Sets
Plumping Power Duo,Glow Recipe,4.8454,97,54,Skincare,Value & Gift Sets
